Time,Type,70W,60W,50W,40W,30W,20W,10W,0W
1110,1,408,198,204,342,355,250,183,0,
1110,2,3980,2159,2338,3472,3355,2794,1738,6,
1110,3,11012,6388,6510,7359,6512,5216,2952,17,
1111,0,10,6,6,8,8,6,4,0,
1111,1,271,174,196,288,362,275,200,0,
1111,2,3119,1877,2152,3143,3336,2900,1894,0,
1111,3,9729,6083,6224,7315,6646,5250,3060,14,
1112,0,12,4,6,7,6,6,4,0,
1112,1,224,176,183,272,298,278,197,0,
1112,2,2822,1831,2044,3360,3238,2887,1953,1,
1112,3,8446,6154,6199,7386,6895,5312,3064,16,
1113,0,13,6,4,6,6,5,4,0,
1113,1,224,164,174,252,327,297,224,0,
1113,2,2516,1885,2105,3459,3369,3180,2376,0,
1113,3,7412,6091,6332,7560,7120,5705,3295,15,
1114,0,5,10,5,6,6,5,4,0,
1114,1,197,193,178,292,361,321,219,0,
1114,2,1819,1603,1923,3061,3036,2989,1925,0,
1114,3,6224,5887,6448,7669,7263,5970,3127,15,
1115,0,7,9,5,5,6,6,3,0,
1115,1,125,108,114,160,230,228,133,0,
1115,2,1546,1536,1863,2873,2722,2984,1990,0,
1115,3,5572,5788,6456,7675,7136,5689,3093,12,
1116,0,7,8,6,5,7,5,4,0,
1116,1,115,95,105,169,211,197,136,0,
1116,2,1477,1557,1804,2703,2656,2796,1932,0,
1116,3,5088,5986,6585,7466,7197,5624,2939,14,
1117,0,6,4,3,4,7,4,4,0,
1117,1,111,105,134,190,236,194,140,0,
1117,2,1479,1514,2005,2581,2482,2822,2143,0,
1117,3,4856,5395,6776,7143,7379,5145,2803,5,
1118,0,5,10,5,6,5,4,4,0,
1118,1,103,151,157,222,257,216,174,0,
1118,2,1205,1562,1977,2483,2378,3352,2327,0,
1118,3,4127,5597,6558,7180,7751,5133,2923,8,
1119,0,5,9,7,6,6,6,4,0,
1119,1,58,96,100,125,145,123,106,0,
1119,2,1234,2033,2068,2601,2611,3746,2473,0,
1119,3,3727,6053,6444,7158,7826,5653,3031,18,
1120,0,4,8,8,7,5,6,4,0,
1120,1,96,153,164,197,210,205,183,0,
1120,2,1333,2157,2345,2715,2698,4234,2892,0,
1120,3,3774,5898,6482,7232,7917,6365,3264,11,
1121,0,4,8,8,7,7,6,7,0,
1121,1,105,161,180,211,230,230,210,0,
1121,2,1539,2248,2560,2993,3009,4621,3447,0,
1121,3,3767,5937,6432,7186,8324,6606,3731,2,
1122,0,3,6,9,7,7,7,6,0,
1122,1,93,145,185,239,245,290,181,0,
1122,2,1385,2072,2463,3080,3282,5891,3095,0,
1122,3,3853,5506,6320,7309,8670,7542,3626,1,
1123,0,3,7,7,9,7,7,8,0,
1123,1,116,207,217,310,293,389,235,0,
1123,2,1158,2258,2556,3069,3390,6375,2945,0,
1123,3,3107,5993,6252,7352,8399,9247,3874,1,
1124,0,3,6,9,8,7,13,10,0,
1124,1,125,208,225,333,327,474,237,0,
1124,2,1268,2263,2544,3161,3521,6541,2556,0,
1124,3,3445,6008,6285,7333,8288,10053,4110,0,
1125,0,2,4,6,9,9,9,7,0,
1125,1,89,139,129,157,173,238,131,0,
1125,2,1111,1859,2200,2761,3121,4419,1919,0,
1125,3,3506,6083,6529,7427,9035,9165,3784,0,
1126,0,3,7,6,8,7,12,10,0,
1126,1,116,189,157,236,256,321,167,0,
1126,2,876,1448,1555,2118,2671,3236,1300,0,
1126,3,3447,6292,6743,8088,9426,8261,3353,0,
1127,0,3,6,6,9,8,13,9,0,
1127,1,124,171,135,143,158,214,151,0,
1127,2,914,1642,1661,2000,2564,3662,1412,0,
1127,3,3182,6377,6738,8580,9017,8351,3438,0,
1128,0,2,3,9,10,6,12,9,0,
1128,1,65,96,115,128,126,173,110,0,
1128,2,675,1254,1352,2041,2508,3633,1327,0,
1128,3,3180,6419,6480,8440,9562,8243,3640,0,
1129,0,2,3,8,9,6,13,8,0,
1129,1,41,77,103,125,150,216,137,0,
1129,2,533,1040,1508,1768,2303,3233,1522,0,
1129,3,2754,5355,6464,8159,8815,7952,3841,2,
1130,0,3,6,4,4,2,3,4,0,
1130,1,38,94,99,93,112,155,119,0,
1130,2,406,988,1167,1192,1852,2115,1318,2,
1130,3,2128,5312,5965,7432,8686,7713,3820,6,
1131,0,1,6,7,3,2,4,3,0,
1131,1,36,108,130,112,116,151,133,0,
1131,2,335,1036,1283,1152,1414,1812,1245,0,
1131,3,1710,5494,5847,7059,8631,7025,3595,4,
1132,0,2,5,4,4,7,10,8,0,
1132,1,22,60,70,71,77,93,78,0,
1132,2,244,811,913,987,1161,1373,925,0,
1132,3,1879,5298,6731,7333,9364,6716,3473,10,
1133,0,2,3,3,3,3,7,7,0,
1133,1,22,52,80,75,89,142,72,0,
1133,2,309,712,882,897,1096,1391,1005,8,
1133,3,1838,4670,5679,6854,7484,5897,2829,23,
1134,0,2,3,4,2,2,3,3,0,
1134,1,33,58,73,82,95,123,102,0,
1134,2,275,526,689,797,894,1051,847,10,
1134,3,2050,4070,5595,7409,7453,5794,2893,14,
1135,0,2,3,3,2,1,3,3,0,
1135,1,29,56,60,65,62,92,91,0,
1135,2,236,490,577,767,1024,1041,787,6,
1135,3,1898,4102,5227,7210,7544,5828,2874,19,
1136,0,1,4,3,1,3,2,2,0,
1136,1,28,66,66,71,77,117,131,0,
1136,2,221,507,596,874,1336,1588,788,0,
1136,3,1784,4225,4839,6440,7950,5744,2979,16,
1137,0,1,3,2,3,3,3,5,0,
1137,1,27,47,57,65,98,171,158,0,
1137,2,229,433,540,654,1246,1505,1084,0,
1137,3,1827,3814,4777,6226,7684,6009,3122,40,
1138,0,1,2,3,2,2,2,4,0,
1138,1,29,51,65,72,73,158,152,0,
1138,2,336,715,865,904,1325,2229,1424,5,
1138,3,1736,3863,4684,5968,6422,6850,3483,22,
1139,0,1,2,2,2,3,3,3,0,
1139,1,35,103,107,149,151,174,160,0,
1139,2,352,852,1279,1443,1341,1694,1230,5,
1139,3,1415,3561,4084,4996,6037,5894,3877,47,
1140,0,1,2,3,2,2,3,3,0,
1140,1,32,107,100,122,154,172,179,0,
1140,2,278,861,904,1224,1712,1764,1156,9,
1140,3,1335,3410,3769,4243,5538,4906,3271,89,
1141,0,1,2,2,2,3,2,3,0,
1141,1,26,63,82,103,107,124,100,0,
1141,2,217,611,712,1178,1635,1642,1177,4,
1141,3,1635,3326,3487,4036,5201,4589,3178,89,
1142,0,1,2,2,2,3,2,3,0,
1142,1,26,56,67,77,88,96,91,0,
1142,2,232,511,535,766,769,858,640,9,
1142,3,1504,2803,3150,3713,4882,4090,3037,93,
1143,0,1,2,3,2,2,4,3,0,
1143,1,9,25,27,28,34,44,34,0,
1143,2,119,360,447,611,641,786,539,7,
1143,3,1344,2855,3173,3478,4397,3836,3007,96,
1144,0,1,2,3,2,2,3,2,0,
1144,1,10,27,27,29,37,38,32,0,
1144,2,71,243,311,281,321,347,300,1,
1144,3,1358,3058,3250,4194,4495,3905,2909,187,
1145,0,1,3,2,3,3,5,5,0,
1145,1,8,21,20,23,29,33,30,0,
1145,2,110,275,369,883,1084,1083,535,1,
1145,3,1497,3361,2628,3750,4539,4068,3032,188,
1146,0,1,3,2,3,3,4,5,0,
1146,1,11,26,30,62,39,43,49,0,
1146,2,114,227,352,586,608,564,415,0,
1146,3,1276,3162,3200,3490,4167,4211,2865,104,
1147,0,1,3,2,3,2,4,5,0,
1147,1,7,13,16,70,84,53,34,0,
1147,2,106,281,412,924,729,684,330,0,
1147,3,1230,2808,3534,4562,5308,4986,3172,74,
1148,0,1,3,2,3,2,3,4,0,
1148,1,17,35,42,55,67,88,87,0,
1148,2,151,474,478,819,1642,1259,630,2,
1148,3,1187,3190,2918,4320,5712,5419,3375,92,
1149,0,2,3,3,3,2,3,4,0,
1149,1,16,31,38,60,72,84,76,0,
1149,2,164,338,369,642,1716,1566,756,3,
1149,3,1234,3003,2678,3783,5103,4892,3065,109,
1150,0,1,2,2,3,3,3,4,0,
1150,1,13,26,34,81,84,109,76,0,
1150,2,125,334,396,726,1070,1195,600,0,
1150,3,1234,2868,2805,3488,4168,4115,2965,127,
1151,0,1,3,4,2,3,4,3,0,
1151,1,8,17,24,19,36,65,53,0,
1151,2,110,205,299,299,1009,1203,886,1,
1151,3,1234,2623,2927,3036,4625,4268,2914,113,
1152,0,2,4,2,2,2,3,2,0,
1152,1,5,12,39,33,40,66,21,0,
1152,2,83,184,345,580,820,843,396,3,
1152,3,1256,3023,2979,3568,4777,4142,2481,109,
1153,0,1,3,2,2,3,3,3,0,
1153,1,3,8,7,7,9,9,9,0,
1153,2,67,184,421,556,667,721,419,0,
1153,3,1256,3188,3036,3642,4486,3711,2592,126,
1154,0,1,3,3,2,3,2,4,0,
1154,1,6,33,36,46,39,46,30,0,
1154,2,139,365,512,808,1126,999,677,0,
1154,3,1445,3431,3322,4180,4381,3612,2630,101,
1155,0,1,3,2,3,3,2,3,0,
1155,1,7,43,99,133,69,42,21,0,
1155,2,118,519,597,1018,1047,1030,728,5,
1155,3,1556,3303,3671,4302,4363,3414,2478,134,
1156,0,1,3,3,3,3,3,3,0,
1156,1,4,12,25,40,21,29,23,0,
1156,2,132,462,712,1116,1317,1156,743,1,
1156,3,1645,3288,3595,4423,3725,3154,2331,93,
1157,0,1,3,3,3,3,3,3,0,
1157,1,10,29,52,77,45,65,53,0,
1157,2,152,424,584,940,867,980,887,0,
1157,3,1523,3557,3771,3976,3627,3250,2410,88,
1158,0,1,3,4,3,2,3,3,0,
1158,1,12,33,67,50,54,56,53,0,
1158,2,150,514,732,822,872,1109,930,2,
1158,3,1578,3860,3779,3750,3213,3097,2377,70,
1159,0,1,4,3,2,3,2,2,0,
1159,1,11,39,63,79,70,81,55,0,
1159,2,143,414,441,844,741,640,751,11,
1159,3,1856,3888,3693,3807,3227,3025,2135,84,
1160,0,2,3,3,1,3,2,2,0,
1160,1,13,22,71,52,48,58,42,1,
1160,2,145,512,881,864,1168,858,526,8,
1160,3,1967,4292,3917,3522,3186,2927,2119,62,
1161,0,2,3,3,3,2,3,4,0,
1161,1,11,24,125,103,84,91,72,0,
1161,2,61,267,432,897,1115,740,360,2,
1161,3,1989,4612,3591,3569,2955,2700,1928,64,
1162,0,2,3,3,2,1,2,2,0,
1162,1,16,32,49,47,36,37,38,0,
1162,2,88,334,407,584,894,467,350,0,
1162,3,2156,4146,3803,3277,3189,2725,2061,38,
1163,0,2,4,2,1,1,2,2,0,
1163,1,16,33,55,62,65,81,49,2,
1163,2,105,256,414,674,945,762,472,9,
1163,3,2078,4329,3577,3305,2590,2591,1884,83,
1164,0,2,3,3,1,2,1,2,0,
1164,1,3,9,8,40,40,9,12,0,
1164,2,96,307,378,1050,860,734,595,4,
1164,3,2178,3952,3554,3420,2693,2603,1760,95,
1165,0,2,3,2,3,2,2,4,0,
1165,1,16,31,82,68,68,65,49,0,
1165,2,180,416,486,528,701,871,551,4,
1165,3,2178,3998,3123,3022,2636,2709,1814,98,
1166,0,1,3,3,3,2,2,3,0,
1166,1,7,15,31,37,33,30,26,0,
1166,2,239,471,549,520,555,593,553,9,
1166,3,2078,3885,3054,2993,3006,3270,2331,124,
1167,0,1,3,3,2,2,3,3,0,
1167,1,5,17,19,12,22,43,19,0,
1167,2,227,488,474,398,488,559,542,4,
1167,3,2000,3736,3024,3136,3420,3412,2370,139,
1168,0,1,3,3,2,2,2,4,0,
1168,1,4,13,29,46,46,27,31,0,
1168,2,120,288,267,451,1006,553,431,5,
1168,3,1889,3880,2759,3187,3617,3114,2192,97,
1169,0,4,4,0,1,2,1,2,0,
1169,1,11,18,10,10,16,14,16,1,
1169,2,81,155,128,380,611,538,327,3,
1169,3,2156,3503,2782,2913,3646,3308,2325,149,
1170,0,3,5,1,1,1,1,2,0,
1170,1,13,20,11,13,28,28,20,0,
1170,2,78,148,86,207,540,277,195,1,
1170,3,2156,3591,2682,2908,3824,3562,2723,144,
1171,0,3,5,2,1,2,3,3,0,
1171,1,6,10,29,26,68,20,15,0,
1171,2,107,166,175,501,808,418,359,1,
1171,3,2245,3511,2754,3089,4238,3683,2651,143,
1172,0,1,3,3,3,2,3,4,0,
1172,1,20,29,79,128,130,50,54,0,
1172,2,167,251,286,725,1163,785,400,0,
1172,3,2245,3461,2847,3573,4307,3798,2928,136,
1173,0,1,3,2,4,4,8,7,0,
1173,1,21,28,31,64,68,59,40,0,
1173,2,160,277,557,982,1020,874,501,1,
1173,3,2501,3407,2875,3898,4332,3591,3035,143,
1174,0,2,3,3,2,2,4,3,0,
1174,1,35,47,59,165,97,85,68,0,
1174,2,216,377,768,1623,1517,1049,628,0,
1174,3,2379,3371,3210,4543,4684,3668,2976,106,
1175,0,2,3,3,3,3,4,4,0,
1175,1,33,48,58,136,91,83,65,0,
1175,2,170,346,397,1444,1130,946,763,1,
1175,3,2257,3247,2960,5099,5328,4020,3040,87,
1176,0,3,4,2,2,3,6,4,0,
1176,1,44,58,102,179,78,91,86,0,
1176,2,271,469,692,2034,1181,1015,1004,0,
1176,3,2179,3460,3626,5917,4999,3875,2826,84,
1177,0,3,3,3,3,3,3,4,0,
1177,1,28,31,29,35,29,39,35,0,
1177,2,335,490,673,1301,1063,1296,1009,6,
1177,3,2301,3538,3678,5972,4695,4068,2698,102,
1178,0,2,4,3,3,3,7,5,0,
1178,1,35,51,74,87,48,70,68,0,
1178,2,361,684,1173,1519,1030,1103,1032,8,
1178,3,2246,3806,4181,5861,4364,3713,2801,92,
1179,0,3,3,3,3,4,6,5,0,
1179,1,44,61,162,93,55,76,72,0,
1179,2,330,537,1444,985,763,810,915,10,
1179,3,2168,3613,5355,5341,3815,3203,2748,108,
1180,0,3,3,3,2,3,5,4,0,
1180,1,39,54,185,76,55,57,55,0,
1180,2,378,630,1809,1340,844,710,731,6,
1180,3,2435,3550,5594,5271,3486,2768,2417,124,
1181,0,4,4,1,1,1,1,2,0,
1181,1,54,72,283,132,85,92,81,1,
1181,2,328,490,1239,1534,875,626,576,4,
1181,3,2602,3635,5076,5223,3596,3508,2812,99,
1182,0,3,4,2,1,1,2,2,0,
1182,1,49,72,194,116,73,78,70,0,
1182,2,317,474,1129,1431,648,592,605,4,
1182,3,2502,3894,4376,5302,3629,3707,2937,173,
1183,0,3,4,1,2,1,2,2,0,
1183,1,86,138,257,201,120,118,125,0,
1183,2,524,821,1236,1138,735,733,830,13,
1183,3,2580,3897,3974,4852,4094,3469,2946,179,
1184,0,6,2,2,1,2,1,2,0,
1184,1,54,63,110,85,56,57,60,0,
1184,2,233,451,770,1130,536,456,416,4,
1184,3,2769,3646,3361,4911,3877,3547,2802,219,
1185,0,3,3,3,3,2,3,3,0,
1185,1,53,52,46,38,29,35,44,1,
1185,2,487,602,599,936,593,546,590,4,
1185,3,2502,3561,3047,3943,4126,3661,2669,187,
1186,0,5,3,1,1,1,2,1,0,
1186,1,75,76,59,47,40,56,66,2,
1186,2,448,536,425,416,430,435,498,14,
1186,3,2502,3475,2444,3177,4245,3847,2930,248,
1187,0,6,2,2,1,1,1,2,0,
1187,1,79,88,67,70,55,67,86,0,
1187,2,456,533,443,439,434,536,658,5,
1187,3,2558,2965,2690,2586,3829,3685,3165,261,
1188,0,5,3,1,2,1,1,2,0,
1188,1,72,79,49,52,47,56,73,0,
1188,2,448,566,394,391,360,570,678,8,
1188,3,2380,3114,2462,2210,3571,3638,3058,241,
1189,0,2,3,2,2,2,2,2,0,
1189,1,35,44,32,29,39,34,51,0,
1189,2,271,403,275,263,274,333,370,14,
1189,3,2380,3121,2260,1817,2779,3363,2591,231,
1190,0,4,4,1,1,1,1,2,0,
1190,1,26,44,32,33,31,34,41,2,
1190,2,203,270,162,139,133,150,205,4,
1190,3,2492,3111,1903,1739,1893,3420,2500,233,
1191,0,1,2,2,2,1,2,2,0,
1191,1,14,15,11,11,8,13,21,0,
1191,2,154,217,143,108,123,241,236,6,
1191,3,2192,3272,1990,1624,1742,3175,2522,308,
1192,0,1,2,2,2,1,2,2,0,
1192,1,11,14,12,8,9,12,17,1,
1192,2,105,153,114,93,104,161,194,8,
1192,3,2214,3174,2237,1566,1576,2869,2332,292,
1193,0,1,2,2,1,2,1,2,0,
1193,1,2,4,4,3,4,4,5,0,
1193,2,30,54,37,35,41,59,69,0,
1193,3,2158,3073,2137,1472,1434,2375,2173,370,
1194,0,1,2,1,2,1,3,3,0,
1194,1,2,4,2,4,2,5,4,1,
1194,2,34,50,44,40,29,35,35,7,
1194,3,2169,2908,2054,1472,1371,2084,2100,359,
1195,0,1,2,1,2,1,3,3,0,
1195,1,3,6,3,6,3,5,7,0,
1195,2,22,34,23,22,19,24,33,1,
1195,3,1935,2823,1917,1841,1348,1844,1835,324,
1196,0,1,2,2,1,1,4,4,0,
1196,1,7,14,12,9,13,28,40,2,
1196,2,50,93,88,50,68,119,142,11,
1196,3,1701,2735,2134,1809,1483,1866,1928,359,
1197,0,1,2,1,2,1,1,2,0,
1197,1,1,2,1,2,1,1,2,0,
1197,2,16,26,15,23,16,18,19,3,
1197,3,1612,2568,1879,1913,1811,1979,1991,477,
1198,0,1,2,1,2,1,3,10,0,
1198,1,2,3,2,4,2,4,11,1,
1198,2,68,88,68,49,46,75,98,12,
1198,3,1434,2446,1987,1630,2010,2015,1899,409,
1199,0,1,1,1,2,1,1,2,0,
1199,1,20,37,30,30,35,48,43,5,
1199,2,260,392,303,255,311,404,340,35,
1199,3,1267,2379,2032,1679,1982,2139,2187,378,
1200,0,0,2,1,1,1,1,2,0,
1200,1,25,46,34,46,51,63,57,5,
1200,2,213,365,272,256,288,342,293,32,
1200,3,1178,2379,1970,1891,1969,2553,2165,227,
1201,0,0,1,2,1,1,0,2,0,
1201,1,17,31,33,27,31,37,34,8,
1201,2,176,285,280,244,274,289,266,39,
1201,3,1178,2223,2212,1670,2274,2330,1848,524,
1202,0,0,1,1,1,1,1,1,0,
1202,1,20,43,35,29,33,32,27,4,
1202,2,174,371,284,224,244,243,226,46,
1202,3,1178,2468,2250,1908,2501,2256,2007,403,
1203,0,0,1,1,1,1,1,1,0,
1203,1,38,68,41,44,57,59,45,5,
1203,2,328,597,509,603,1194,1041,694,38,
1203,3,1434,2605,2450,2182,3111,2710,2232,570,
1204,0,0,1,1,1,1,1,2,0,
1204,1,70,110,72,68,84,142,133,12,
1204,2,582,971,744,874,1762,1838,1276,45,
1204,3,1790,3233,2416,2591,2801,3156,2636,540,
1205,0,0,2,1,1,1,1,1,0,
1205,1,88,101,76,76,105,110,82,1,
1205,2,995,1208,972,1075,1574,2233,1482,51,
1205,3,2468,3389,2534,2455,2683,3411,2762,511,
1206,0,6,2,1,1,1,1,1,0,
1206,1,133,104,76,77,99,224,124,2,
1206,2,1586,1327,1030,1049,1640,2375,1702,60,
1206,3,3046,3431,2819,2479,3005,3224,3162,479,
1207,0,0,1,1,1,1,1,1,0,
1207,1,102,77,59,58,78,191,129,3,
1207,2,1201,965,710,811,1339,2178,1476,20,
1207,3,3535,3248,2753,2926,3002,3680,2846,359,
1208,0,4,3,4,3,4,4,5,0,
1208,1,135,119,82,83,102,168,221,8,
1208,2,1305,1026,853,920,1334,2061,1259,52,
1208,3,3457,3574,2687,2927,3112,3694,2965,282,
1209,0,4,4,4,3,3,4,3,0,
1209,1,66,79,54,46,64,103,74,3,
1209,2,949,877,666,720,1476,2244,1476,38,
1209,3,2746,3609,2983,3107,3182,3951,2826,300,
1210,0,4,4,1,2,1,1,2,0,
1210,1,45,48,33,43,63,170,104,1,
1210,2,729,807,745,844,1595,2512,1442,42,
1210,3,2713,3459,3113,3279,3623,3687,3024,261,
1211,0,3,4,1,1,1,2,1,0,
1211,1,53,78,80,122,103,218,82,0,
1211,2,658,861,773,1059,1699,2502,1213,33,
1211,3,2379,3689,3295,3586,3851,4052,2940,316,
1212,0,3,4,3,4,3,3,4,0,
1212,1,39,40,31,84,107,170,66,1,
1212,2,466,695,569,805,1292,1872,1059,19,
1212,3,2668,4248,3432,3898,3963,4005,2998,295,
1213,0,3,4,2,1,1,1,2,0,
1213,1,48,74,59,79,190,200,86,2,
1213,2,750,988,863,1151,1780,2244,1399,32,
1213,3,2690,4222,3839,4002,4346,4086,3164,242,
1214,0,3,4,2,1,1,1,1,0,
1214,1,67,83,92,193,164,196,82,0,
1214,2,1199,1212,1235,2213,2430,2627,1608,28,
1214,3,3053,3888,3765,4534,4437,4143,3106,157,
1215,0,2,4,5,4,3,4,17,0,
1215,1,52,67,52,69,186,128,107,0,
1215,2,1081,1258,1139,1905,2710,2583,1487,27,
1215,3,2803,3946,3995,4250,4555,4340,3165,132,
1216,0,3,4,1,1,1,2,1,0,
1216,1,83,115,121,169,174,158,97,0,
1216,2,1148,1350,1130,1799,2480,2390,1569,18,
1216,3,3000,4304,3672,4362,4131,4259,3176,162,
1217,0,2,5,1,1,1,2,1,0,
1217,1,138,146,144,161,256,205,181,2,
1217,2,1360,1478,1256,1940,2832,2663,1844,34,
1217,3,3005,4161,3614,4297,4191,4232,3356,245,
1218,0,2,4,5,6,6,6,5,0,
1218,1,133,140,129,151,235,181,144,0,
1218,2,1749,1630,1331,2105,2863,2522,1944,62,
1218,3,3312,4048,3389,3898,4285,4060,3371,251,
1219,0,8,3,3,3,4,3,3,0,
1219,1,158,138,149,164,234,176,127,0,
1219,2,1710,1396,1277,1629,2309,2254,1675,52,
1219,3,3337,3611,3418,3942,4056,3837,3194,250,
1220,0,6,4,3,3,3,4,3,0,
1220,1,100,96,100,107,150,199,123,0,
1220,2,996,1077,974,1429,2199,1865,1254,31,
1220,3,2900,3479,3402,3922,4231,3971,3172,260,
1221,0,5,3,3,2,2,6,4,0,
1221,1,75,93,114,158,161,163,91,0,
1221,2,764,907,799,1183,1820,1731,1081,31,
1221,3,2511,3509,2997,3686,4166,4210,3191,304,
1222,0,5,3,1,1,1,1,1,0,
1222,1,73,107,118,166,163,164,150,0,
1222,2,788,1052,861,1114,1645,1852,1449,46,
1222,3,2133,3288,2964,3428,4119,4135,3280,295,
1223,0,4,4,1,0,1,1,2,0,
1223,1,71,106,99,134,175,187,125,2,
1223,2,565,903,723,949,1311,1622,1248,26,
1223,3,1944,3200,2629,3221,3965,4207,3203,200,
1224,0,3,4,2,2,2,2,3,0,
1224,1,45,80,62,84,97,106,92,0,
1224,2,388,764,665,857,1086,1383,1179,23,
1224,3,1655,3111,2602,3068,3770,4069,2949,278,
1225,0,2,4,3,1,2,2,2,0,
1225,1,56,92,75,86,102,103,78,2,
1225,2,291,606,515,623,797,1169,937,35,
1225,3,1777,2989,2346,2686,3600,3672,2936,338,
1226,0,2,3,3,2,1,2,2,0,
1226,1,24,47,45,47,54,99,55,2,
1226,2,146,313,314,326,491,887,629,17,
1226,3,1322,2911,2610,2446,3251,3432,2820,343,
1227,0,2,4,2,2,1,2,2,0,
1227,1,9,25,17,19,17,64,28,2,
1227,2,22,134,111,112,108,433,296,13,
1227,3,1222,2911,2686,2295,2638,3045,2643,341,
1228,0,2,3,2,2,1,2,2,0,
1228,1,6,12,11,11,8,20,13,2,
1228,2,20,103,87,90,80,139,159,14,
1228,3,1222,2800,2509,2442,2508,2971,2348,291,
1229,0,1,2,2,2,2,2,2,0,
1229,1,1,4,4,3,4,9,9,0,
1229,2,9,55,55,50,60,98,146,13,
1229,3,1111,2700,2389,2218,2504,2812,2096,400,
1230,0,1,1,2,2,2,2,2,0,
1230,1,1,1,2,2,2,2,2,0,
1230,2,5,25,26,24,26,27,39,2,
1230,3,1011,2556,2422,2167,2390,2857,1579,300,
1231,0,1,1,2,2,2,1,2,0,
1231,1,2,2,4,4,4,2,4,0,
1231,2,13,43,46,46,38,37,38,10,
1231,3,911,2245,2644,2079,2628,2042,1370,318,
1232,0,0,2,1,2,1,2,2,0,
1232,1,0,2,1,2,1,2,1,1,
1232,2,1,13,12,12,12,11,11,5,
1232,3,900,2289,2334,2241,2660,1733,1208,290,
1233,0,0,2,1,2,1,1,2,0,
1233,1,0,4,2,4,2,2,4,0,
1233,2,0,8,7,9,6,6,8,3,
1233,3,800,2278,2245,2458,3179,1657,1285,388,
1234,0,0,2,1,1,1,2,2,0,
1234,1,4,15,15,12,9,12,9,3,
1234,2,19,65,79,54,51,46,44,18,
1234,3,800,1945,2456,2417,3491,2600,1387,443,
1235,0,0,1,1,1,1,1,2,0,
1235,1,17,47,54,43,68,76,72,5,
1235,2,147,414,419,426,539,634,454,32,
1235,3,800,2112,2245,2586,3294,2691,2020,323,
1236,0,0,1,1,1,1,1,2,0,
1236,1,11,39,41,31,39,44,32,3,
1236,2,82,257,265,236,310,293,211,26,
1236,3,800,2212,2401,2559,3151,2717,2066,386,
1237,0,0,1,1,1,1,0,2,0,
1237,1,19,55,54,50,54,49,43,3,
1237,2,123,327,328,287,304,321,254,25,
1237,3,889,2279,2591,2546,3030,2435,2186,371,
1238,0,2,3,3,1,1,2,2,0,
1238,1,27,51,53,52,59,58,44,2,
1238,2,130,275,273,250,255,260,220,36,
1238,3,956,2590,2615,2826,2981,2443,2008,468,
1239,0,2,4,2,2,1,1,2,0,
1239,1,13,27,26,30,29,31,22,1,
1239,2,102,261,249,235,254,252,198,22,
1239,3,1067,2679,2606,2549,2925,2487,2031,242,
1240,0,2,3,3,1,1,1,1,0,
1240,1,37,74,64,61,60,58,55,1,
1240,2,194,400,337,315,296,305,288,29,
1240,3,1245,2679,2547,2672,2476,2379,1969,353,
1241,0,0,1,1,1,1,1,1,0,
1241,1,34,63,67,70,79,80,72,0,
1241,2,301,593,487,472,472,481,416,64,
1241,3,1345,2468,2574,2539,2420,2419,1945,351,
1242,0,0,1,1,1,1,0,2,0,
1242,1,15,31,36,36,41,41,38,1,
1242,2,248,488,446,422,366,367,353,56,
1242,3,1245,2579,2587,2461,2325,2343,2025,377,
1243,0,0,1,1,1,0,1,2,0,
1243,1,41,71,74,83,83,92,79,1,
1243,2,266,468,421,326,334,333,342,28,
1243,3,1345,2490,2626,2397,2225,2366,2161,284,
1244,0,2,5,1,1,1,1,1,0,
1244,1,35,79,66,70,64,78,68,0,
1244,2,195,447,387,379,370,426,369,18,
1244,3,1178,2790,2401,2477,2357,2364,2229,268,
1245,0,1,3,2,3,4,4,4,0,
1245,1,27,56,47,49,49,57,53,0,
1245,2,288,505,391,370,369,428,386,19,
1245,3,1267,2923,2262,2534,2305,2271,2015,371,
1246,0,2,4,3,4,4,5,5,0,
1246,1,2,4,3,4,4,5,5,0,
1246,2,232,454,295,272,247,301,279,29,
1246,3,1334,2890,2270,2340,2141,2344,2059,303,
1247,0,2,5,4,4,6,7,5,0,
1247,1,5,9,8,9,13,15,10,0,
1247,2,85,163,143,134,134,159,120,28,
1247,3,1334,2690,2482,2308,2200,2439,2040,359,
1248,0,2,4,4,5,5,6,5,0,
1248,1,13,25,22,27,37,44,30,0,
1248,2,174,319,232,225,255,278,208,34,
1248,3,1334,2779,2418,2413,2227,2568,1988,411,
1249,0,3,4,4,4,5,7,4,0,
1249,1,30,53,54,61,83,92,66,0,
1249,2,346,526,476,491,557,638,549,23,
1249,3,1434,2690,2567,2363,2286,2805,2294,349,
1250,0,2,2,3,1,1,0,2,0,
1250,1,26,50,54,64,74,73,59,1,
1250,2,280,539,491,514,670,680,525,27,
1250,3,1278,2635,2629,2178,2489,3051,2383,454,
1251,0,0,1,1,1,1,0,2,0,
1251,1,17,36,37,47,54,56,45,2,
1251,2,198,396,374,374,455,470,364,29,
1251,3,1067,2601,2221,2362,2600,2681,2267,374,
1252,0,2,3,4,4,5,5,3,0,
1252,1,12,24,23,32,36,36,27,1,
1252,2,173,302,300,258,343,359,286,35,
1252,3,1067,2390,2272,2335,2457,2651,2187,508,
1253,0,2,3,3,4,4,5,4,0,
1253,1,13,28,27,36,40,49,37,1,
1253,2,76,141,150,177,204,334,206,2,
